Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	Fasta.headers	Peptides	Razor...unique.peptides	Unique.peptides	LFQ.intensity.Ubi4_1	LFQ.intensity.Ubi4_2	LFQ.intensity.Ubi4_3	LFQ.intensity.Ubi6_1	LFQ.intensity.Ubi6_2	LFQ.intensity.Ubi6_3	LFQ.intensity.Ctrl_1	LFQ.intensity.Ctrl_2	LFQ.intensity.Ctrl_3	LFQ.intensity.Ubi1_1	LFQ.intensity.Ubi1_2	LFQ.intensity.Ubi1_3	Only.identified.by.site	Reverse	Potential.contaminant
Q9Y2L1;G3V1J5;Q9Y2L1-2;F2Z2C0	Q9Y2L1;G3V1J5;Q9Y2L1-2;F2Z2C0	Exosome complex exonuclease RRP44	DIS3	>sp|Q9Y2L1|RRP44_HUMAN Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2;>tr|G3V1J5|G3V1J5_HUMAN Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=1;>sp|Q9Y2L1-2|RRP44_HUMAN Isoform 2 of Exosome complex exonuclease RRP44 O	21	21	21	98899000	112860000	85099000	100840000	104960000	110480000	82151000	83438000	89935000	82289000	81376000	71285000			
Q9Y2L9-2;Q9Y2L9;Q9Y2L9-3;C9J5B8;Q5VUJ6-2;Q5VUJ6	Q9Y2L9-2;Q9Y2L9;Q9Y2L9-3	Leucine-rich repeat and calponin homology domain-containing protein 1	LRCH1	>sp|Q9Y2L9-2|LRCH1_HUMAN Isoform 2 of Leucine-rich repeat and calponin homology domain-containing protein 1 OS=Homo sapiens GN=LRCH1;>sp|Q9Y2L9|LRCH1_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 1 OS=Homo sapiens GN=LRCH1 PE=1 	21	17	17	925460000	945710000	790610000	767220000	1000100000	913470000	736980000	719630000	681900000	822600000	765840000	816050000			
Q9Y2Q3;E9PFN5;Q9Y2Q3-3;Q9Y2Q3-2;Q9Y2Q3-4;C9JNT3	Q9Y2Q3;E9PFN5;Q9Y2Q3-3;Q9Y2Q3-2;Q9Y2Q3-4;C9JNT3	Glutathione S-transferase kappa 1	GSTK1	>sp|Q9Y2Q3|GSTK1_HUMAN Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3;>tr|E9PFN5|E9PFN5_HUMAN Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=1;>sp|Q9Y2Q3-3|GSTK1_HUMAN Isoform 3 of Glutathione S-transferase kappa 1	8	8	8	101160000	159540000	151700000	88062000	90540000	100780000	89611000	111990000	145450000	100840000	157090000	172180000			
Q9Y2Q9;H7C5V3;E5RFT8;E5RGC7;E5RK86;E5RFH3;H0YAT2;U3KQQ8;H0YC42;F5H0B0	Q9Y2Q9;H7C5V3;E5RFT8;E5RGC7;E5RK86;E5RFH3;H0YAT2	"28S ribosomal protein S28, mitochondrial"	MRPS28	">sp|Q9Y2Q9|RT28_HUMAN 28S ribosomal protein S28, mitochondrial OS=Homo sapiens GN=MRPS28 PE=1 SV=1;>tr|H7C5V3|H7C5V3_HUMAN 28S ribosomal protein S28, mitochondrial (Fragment) OS=Homo sapiens GN=MRPS28 PE=1 SV=2;>tr|E5RFT8|E5RFT8_HUMAN 28S ribosomal protein"	4	4	4	0	0	0	0	18674000	0	0	0	0	0	0	0			
Q9Y2R0;K7EPV0	Q9Y2R0;K7EPV0	"Cytochrome c oxidase assembly protein 3 homolog, mitochondrial"	COA3	">sp|Q9Y2R0|COA3_HUMAN Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Homo sapiens GN=COA3 PE=1 SV=1;>tr|K7EPV0|K7EPV0_HUMAN Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Homo sapiens GN=COA3 PE=1 SV=1"	3	3	3	28863000	36273000	28685000	0	0	0	0	0	17991000	0	0	0			
U3KQJ1;Q9Y2S7	U3KQJ1;Q9Y2S7	Polymerase delta-interacting protein 2	POLDIP2	>tr|U3KQJ1|U3KQJ1_HUMAN Polymerase delta-interacting protein 2 OS=Homo sapiens GN=POLDIP2 PE=1 SV=1;>sp|Q9Y2S7|PDIP2_HUMAN Polymerase delta-interacting protein 2 OS=Homo sapiens GN=POLDIP2 PE=1 SV=1	7	7	7	0	0	0	0	0	0	19368000	21457000	12744000	0	12986000	16704000			
Q9Y2T2	Q9Y2T2	AP-3 complex subunit mu-1	AP3M1	>sp|Q9Y2T2|AP3M1_HUMAN AP-3 complex subunit mu-1 OS=Homo sapiens GN=AP3M1 PE=1 SV=1	3	3	3	0	0	0	0	0	0	5059700	0	0	0	0	0			
Q9Y2U8	Q9Y2U8	Inner nuclear membrane protein Man1	LEMD3	>sp|Q9Y2U8|MAN1_HUMAN Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2	9	9	9	10095000	9960000	0	0	0	0	17060000	10607000	10713000	9153800	10348000	12432000			
Q9Y2W1	Q9Y2W1	Thyroid hormone receptor-associated protein 3	THRAP3	>sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2	15	15	15	103310000	75844000	106050000	106690000	103710000	74318000	151640000	130280000	151150000	140520000	130440000	92823000			
Q9Y2W2;F5H5G4	Q9Y2W2	WW domain-binding protein 11	WBP11	>sp|Q9Y2W2|WBP11_HUMAN WW domain-binding protein 11 OS=Homo sapiens GN=WBP11 PE=1 SV=1	5	5	5	26893000	20164000	21359000	20310000	13378000	22576000	13101000	19857000	15574000	21333000	24293000	17930000			
Q9Y2X9;Q9Y2X9-2	Q9Y2X9;Q9Y2X9-2	Zinc finger protein 281	ZNF281	>sp|Q9Y2X9|ZN281_HUMAN Zinc finger protein 281 OS=Homo sapiens GN=ZNF281 PE=1 SV=1;>sp|Q9Y2X9-2|ZN281_HUMAN Isoform 2 of Zinc finger protein 281 OS=Homo sapiens GN=ZNF281	21	21	21	175470000	289220000	139420000	146300000	198380000	176340000	233590000	200470000	243810000	190550000	190910000	234080000			
Q9Y2Y9	Q9Y2Y9	Krueppel-like factor 13	KLF13	>sp|Q9Y2Y9|KLF13_HUMAN Krueppel-like factor 13 OS=Homo sapiens GN=KLF13 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2278500			
Q9Y303;Q9Y303-2;Q9Y303-3;H3BSD5;H3BT49;H3BTZ6;H3BSV9;H3BQ15	Q9Y303;Q9Y303-2;Q9Y303-3;H3BSD5;H3BT49;H3BTZ6;H3BSV9	Putative N-acetylglucosamine-6-phosphate deacetylase	AMDHD2	>sp|Q9Y303|NAGA_HUMAN Putative N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens GN=AMDHD2 PE=1 SV=2;>sp|Q9Y303-2|NAGA_HUMAN Isoform 2 of Putative N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens GN=AMDHD2;>sp|Q9Y303-3|NAGA_HUMAN Isofo	3	3	3	0	0	0	0	0	0	0	0	0	0	841080	0			
Q9Y305-2;Q9Y305;Q9Y305-4;Q9Y305-3;H7C5Q2;C9J7L8	Q9Y305-2;Q9Y305;Q9Y305-4;Q9Y305-3;H7C5Q2	"Acyl-coenzyme A thioesterase 9, mitochondrial"	ACOT9	">sp|Q9Y305-2|ACOT9_HUMAN Isoform 2 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens GN=ACOT9;>sp|Q9Y305|ACOT9_HUMAN Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens GN=ACOT9 PE=1 SV=2;>sp|Q9Y305-4|ACOT9_HUMAN Isoform 4 of Acyl-"	11	11	11	99768000	203990000	143880000	157710000	202940000	139490000	118990000	162220000	105590000	123880000	174270000	134090000			
Q9Y314;M0R3B2;M0QX85;M0R1K2;M0R1T7	Q9Y314;M0R3B2	Nitric oxide synthase-interacting protein	NOSIP	>sp|Q9Y314|NOSIP_HUMAN Nitric oxide synthase-interacting protein OS=Homo sapiens GN=NOSIP PE=1 SV=1;>tr|M0R3B2|M0R3B2_HUMAN Nitric oxide synthase-interacting protein (Fragment) OS=Homo sapiens GN=NOSIP PE=1 SV=2	6	6	6	12602000	7875200	12309000	0	0	0	9788800	16642000	7291600	7393800	6012100	7045300			
Q9Y316;Q9Y316-3;Q9Y316-2;B5MCI6	Q9Y316;Q9Y316-3;Q9Y316-2	Protein MEMO1	MEMO1	>sp|Q9Y316|MEMO1_HUMAN Protein MEMO1 OS=Homo sapiens GN=MEMO1 PE=1 SV=1;>sp|Q9Y316-3|MEMO1_HUMAN Isoform 3 of Protein MEMO1 OS=Homo sapiens GN=MEMO1;>sp|Q9Y316-2|MEMO1_HUMAN Isoform 2 of Protein MEMO1 OS=Homo sapiens GN=MEMO1	8	8	8	78610000	72940000	105020000	80205000	61187000	64972000	65937000	68362000	70517000	84028000	79689000	86831000			
Q9Y333	Q9Y333	U6 snRNA-associated Sm-like protein LSm2	LSM2	>sp|Q9Y333|LSM2_HUMAN U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens GN=LSM2 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5207400			
Q9Y383;Q9Y383-3;Q9Y383-2;Q96HJ9-2;V9GZ75;F8WEU3	Q9Y383;Q9Y383-3;Q9Y383-2;Q96HJ9-2	Putative RNA-binding protein Luc7-like 2	LUC7L2	>sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=1 SV=2;>sp|Q9Y383-3|LC7L2_HUMAN Isoform 3 of Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2;>sp|Q9Y383-2|LC7L2_HUMAN Isoform 2 of Putative RNA-	19	19	13	1210600000	1344300000	1.10E+09	1.33E+09	1139200000	1150700000	1360100000	1549500000	1449800000	1217700000	1102700000	1.22E+09			
Q9Y3A4;Q9NSQ0	Q9Y3A4;Q9NSQ0	Ribosomal RNA-processing protein 7 homolog A;Putative ribosomal RNA-processing protein 7 homolog B	RRP7A;RRP7B	>sp|Q9Y3A4|RRP7A_HUMAN Ribosomal RNA-processing protein 7 homolog A OS=Homo sapiens GN=RRP7A PE=1 SV=2;>sp|Q9NSQ0|RRP7B_HUMAN Putative ribosomal RNA-processing protein 7 homolog B OS=Homo sapiens GN=RRP7B PE=5 SV=1	2	2	2	0	0	0	0	0	0	0	0	0	0	2356600	0			
Q9Y3A6;M0R072;B1AKT3;Q9Y3A6-2	Q9Y3A6;M0R072;B1AKT3;Q9Y3A6-2	Transmembrane emp24 domain-containing protein 5	TMED5	>sp|Q9Y3A6|TMED5_HUMAN Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens GN=TMED5 PE=1 SV=1;>tr|M0R072|M0R072_HUMAN Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens GN=TMED5 PE=1 SV=1;>tr|B1AKT3|B1AKT3_HUMAN Transmembrane emp24	2	2	2	0	0	0	0	0	0	0	0	0	7615100	0	3052400			
Q9Y3B4	Q9Y3B4	Pre-mRNA branch site protein p14	SF3B14	>sp|Q9Y3B4|SF3B6_HUMAN Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1	6	6	6	0	0	88184000	0	0	0	45966000	56567000	74098000	29219000	41671000	64993000			
Q9Y3C6	Q9Y3C6	Peptidyl-prolyl cis-trans isomerase-like 1	PPIL1	>sp|Q9Y3C6|PPIL1_HUMAN Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens GN=PPIL1 PE=1 SV=1	2	2	2	0	0	0	0	0	0	0	15881000	10397000	0	0	0			
Q9Y3D0;H3BNV7;J3KS95;J3QLT9	Q9Y3D0;H3BNV7;J3KS95	Mitotic spindle-associated MMXD complex subunit MIP18	FAM96B	>sp|Q9Y3D0|MIP18_HUMAN Mitotic spindle-associated MMXD complex subunit MIP18 OS=Homo sapiens GN=FAM96B PE=1 SV=1;>tr|H3BNV7|H3BNV7_HUMAN Mitotic spindle-associated MMXD complex subunit MIP18 (Fragment) OS=Homo sapiens GN=FAM96B PE=1 SV=1;>tr|J3KS95|J3KS95_	4	4	4	22741000	22139000	30937000	30466000	25461000	14549000	29400000	27686000	20649000	0	0	30422000			
Q9Y3D6	Q9Y3D6	Mitochondrial fission 1 protein	FIS1	>sp|Q9Y3D6|FIS1_HUMAN Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2	1	1	1	0	0	0	0	0	0	5917200	0	0	0	0	0			
Q9Y3I0;E7EQS9	Q9Y3I0	tRNA-splicing ligase RtcB homolog	C22orf28	>sp|Q9Y3I0|RTCB_HUMAN tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=RTCB PE=1 SV=1	26	26	26	2.83E+09	2.51E+09	3835400000	3547900000	2792900000	2486900000	3209900000	3265700000	3672600000	3077200000	3767500000	3812400000			
Q9Y3I1-3;Q9Y3I1-2;Q9Y3I1	Q9Y3I1-3;Q9Y3I1-2;Q9Y3I1	F-box only protein 7	FBXO7	>sp|Q9Y3I1-3|FBX7_HUMAN Isoform 3 of F-box only protein 7 OS=Homo sapiens GN=FBXO7;>sp|Q9Y3I1-2|FBX7_HUMAN Isoform 2 of F-box only protein 7 OS=Homo sapiens GN=FBXO7;>sp|Q9Y3I1|FBX7_HUMAN F-box only protein 7 OS=Homo sapiens GN=FBXO7 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	2030300	0			
Q9Y3Q3;G3V1J9;F5H4M7;Q9Y3Q3-2	Q9Y3Q3;G3V1J9;F5H4M7;Q9Y3Q3-2	Transmembrane emp24 domain-containing protein 3	TMED3	>sp|Q9Y3Q3|TMED3_HUMAN Transmembrane emp24 domain-containing protein 3 OS=Homo sapiens GN=TMED3 PE=1 SV=1;>tr|G3V1J9|G3V1J9_HUMAN Transmembrane emp24 domain-containing protein 3 OS=Homo sapiens GN=TMED3 PE=3 SV=1;>tr|F5H4M7|F5H4M7_HUMAN Transmembrane emp24	2	2	2	48412000	72009000	39792000	59686000	76370000	58519000	64043000	60927000	53431000	61050000	41382000	56929000			
Q9Y3Q8;A8MWR6;H7BZ77	Q9Y3Q8;A8MWR6;H7BZ77	TSC22 domain family protein 4	TSC22D4	">sp|Q9Y3Q8|T22D4_HUMAN TSC22 domain family protein 4 OS=Homo sapiens GN=TSC22D4 PE=1 SV=2;>tr|A8MWR6|A8MWR6_HUMAN HCG1770615, isoform CRA_b OS=Homo sapiens GN=TSC22D4 PE=1 SV=1;>tr|H7BZ77|H7BZ77_HUMAN TSC22 domain family protein 4 (Fragment) OS=Homo sapien"	6	4	4	0	0	0	0	0	0	14955000	13578000	12903000	0	0	0			
Q9Y3U8;J3QSB5	Q9Y3U8;J3QSB5	60S ribosomal protein L36	RPL36	>sp|Q9Y3U8|RL36_HUMAN 60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3;>tr|J3QSB5|J3QSB5_HUMAN 60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=1	2	2	2	0	0	0	0	0	0	95181000	1.66E+08	179360000	254990000	243990000	205240000			
Q9Y3Z3-4;Q9Y3Z3;Q9Y3Z3-2;Q9Y3Z3-3;A6NDZ3	Q9Y3Z3-4;Q9Y3Z3;Q9Y3Z3-2;Q9Y3Z3-3	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	SAMHD1	>sp|Q9Y3Z3-4|SAMH1_HUMAN Isoform 4 of Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens GN=SAMHD1;>sp|Q9Y3Z3|SAMH1_HUMAN Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens GN=SAMHD1 PE=1 SV=2;>sp|Q9Y3Z3-2|SAMH1_HU	7	7	7	0	0	0	10015000	9872300	11846000	0	0	0	0	0	0			
Q9Y446;Q9Y446-2;E9PKC4;E9PRW6;E9PJR7;E9PK71;E9PQ15	Q9Y446;Q9Y446-2	Plakophilin-3	PKP3	>sp|Q9Y446|PKP3_HUMAN Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1;>sp|Q9Y446-2|PKP3_HUMAN Isoform PKP3b of Plakophilin-3 OS=Homo sapiens GN=PKP3	11	11	11	100040000	122470000	69751000	62417000	76039000	73547000	121220000	72633000	72650000	81602000	54297000	58477000			
Q9Y450;B7Z524;H0YDX7;J3QT46;Q9Y450-4;E9PHZ9;B7Z1K2;E9PS53;E9PN23;G5E991;E9PMN1;H0YES5;E9PLR4;Q9Y450-2	Q9Y450;B7Z524;H0YDX7;J3QT46;Q9Y450-4;E9PHZ9;B7Z1K2	HBS1-like protein	HBS1L	>sp|Q9Y450|HBS1L_HUMAN HBS1-like protein OS=Homo sapiens GN=HBS1L PE=1 SV=1;>tr|B7Z524|B7Z524_HUMAN HBS1-like protein OS=Homo sapiens GN=HBS1L PE=1 SV=1;>tr|H0YDX7|H0YDX7_HUMAN HBS1-like protein (Fragment) OS=Homo sapiens GN=HBS1L PE=1 SV=1;>tr|J3QT46|J3QT	6	6	6	25835000	14260000	13239000	15082000	11268000	12658000	15372000	17436000	13104000	9727400	13756000	13780000			
Q9Y4B5;Q9Y4B5-2;Q9Y4B5-3;Q9Y4B5-4;J3QL92;E9PJP2;Q5TF21	Q9Y4B5;Q9Y4B5-2;Q9Y4B5-3	Protein SOGA2	SOGA2	>sp|Q9Y4B5|MTCL1_HUMAN Microtubule cross-linking factor 1 OS=Homo sapiens GN=MTCL1 PE=1 SV=5;>sp|Q9Y4B5-2|MTCL1_HUMAN Isoform 2 of Microtubule cross-linking factor 1 OS=Homo sapiens GN=MTCL1;>sp|Q9Y4B5-3|MTCL1_HUMAN Isoform 3 of Microtubule cross-linking f	59	59	56	602360000	537340000	458750000	476760000	532360000	508410000	561560000	681720000	621090000	657570000	466350000	560110000			
Q9Y4E5-4;D6RAS1	Q9Y4E5-4	Zinc finger protein 451	ZNF451	>sp|Q9Y4E5-4|ZN451_HUMAN Isoform 3 of Zinc finger protein 451 OS=Homo sapiens GN=ZNF451	4	4	4	0	0	0	0	0	0	0	19810000	29484000	0	0	0			
Q9Y4E8;Q9Y4E8-2;Q9Y4E8-3;E9PCQ3;Q9Y4E8-4;H0YI31;F8W0H4;F8VVY7;F8VZG8;H0YHM4;H0YI26	Q9Y4E8;Q9Y4E8-2;Q9Y4E8-3;E9PCQ3	Ubiquitin carboxyl-terminal hydrolase 15;Ubiquitin carboxyl-terminal hydrolase	USP15	>sp|Q9Y4E8|UBP15_HUMAN Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens GN=USP15 PE=1 SV=3;>sp|Q9Y4E8-2|UBP15_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens GN=USP15;>sp|Q9Y4E8-3|UBP15_HUMAN Isoform 3 of Ubiquitin carbo	34	34	33	405160000	453570000	349530000	339700000	429390000	362560000	184990000	166730000	137560000	234320000	169260000	169400000			
Q9Y4F3-4;Q9Y4F3-5;Q9Y4F3;Q9Y4F3-3;G8JLP4;F8VVB8;C9JKX0;F8VRS5;Q9Y4F3-6	Q9Y4F3-4;Q9Y4F3-5;Q9Y4F3;Q9Y4F3-3;G8JLP4;F8VVB8;C9JKX0	Meiosis arrest female protein 1	KIAA0430	>sp|Q9Y4F3-4|MARF1_HUMAN Isoform 3 of Meiosis arrest female protein 1 OS=Homo sapiens GN=KIAA0430;>sp|Q9Y4F3-5|MARF1_HUMAN Isoform 4 of Meiosis arrest female protein 1 OS=Homo sapiens GN=KIAA0430;>sp|Q9Y4F3|MARF1_HUMAN Meiosis arrest female protein 1 OS=Ho	23	23	23	130940000	131670000	142750000	140060000	161490000	145340000	120700000	162730000	128700000	194390000	173070000	109760000			
Q9Y4G8;H0Y8T6;H0Y8H7	Q9Y4G8;H0Y8T6;H0Y8H7	Rap guanine nucleotide exchange factor 2	RAPGEF2	>sp|Q9Y4G8|RPGF2_HUMAN Rap guanine nucleotide exchange factor 2 OS=Homo sapiens GN=RAPGEF2 PE=1 SV=1;>tr|H0Y8T6|H0Y8T6_HUMAN Rap guanine nucleotide exchange factor 2 (Fragment) OS=Homo sapiens GN=RAPGEF2 PE=1 SV=1;>tr|H0Y8H7|H0Y8H7_HUMAN Rap guanine nucleo	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2859300			
Q9Y4H2	Q9Y4H2	Insulin receptor substrate 2	IRS2	>sp|Q9Y4H2|IRS2_HUMAN Insulin receptor substrate 2 OS=Homo sapiens GN=IRS2 PE=1 SV=2	18	18	18	98535000	81892000	90577000	79626000	72782000	82756000	79105000	82298000	76176000	80142000	91730000	89581000			
Q9Y4K0;H0YAP6;E5RHH3;E5RFY0;E5RI22;E5RJL2	Q9Y4K0	Lysyl oxidase homolog 2	LOXL2	>sp|Q9Y4K0|LOXL2_HUMAN Lysyl oxidase homolog 2 OS=Homo sapiens GN=LOXL2 PE=1 SV=1	18	18	15	212230000	173780000	241380000	257940000	174860000	244910000	281750000	306120000	326150000	239440000	330030000	246990000			
Q9Y4R8;H3BRS3	Q9Y4R8;H3BRS3	Telomere length regulation protein TEL2 homolog	TELO2	>sp|Q9Y4R8|TELO2_HUMAN Telomere length regulation protein TEL2 homolog OS=Homo sapiens GN=TELO2 PE=1 SV=2;>tr|H3BRS3|H3BRS3_HUMAN Telomere length regulation protein TEL2 homolog OS=Homo sapiens GN=TELO2 PE=1 SV=1	3	3	3	4360800	0	8921200	0	0	0	0	0	0	0	0	0			
Q9Y4W6;K7EP56	Q9Y4W6	AFG3-like protein 2	AFG3L2	>sp|Q9Y4W6|AFG32_HUMAN AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2	12	12	12	0	0	0	65536000	83051000	69737000	97019000	70553000	108780000	57396000	44161000	81025000			
Q9Y4X0-3;Q9Y4X0;Q9Y4X0-4;Q9Y4X0-2	Q9Y4X0-3;Q9Y4X0;Q9Y4X0-4	AMME syndrome candidate gene 1 protein	AMMECR1	>sp|Q9Y4X0-3|AMMR1_HUMAN Isoform 3 of AMME syndrome candidate gene 1 protein OS=Homo sapiens GN=AMMECR1;>sp|Q9Y4X0|AMMR1_HUMAN AMME syndrome candidate gene 1 protein OS=Homo sapiens GN=AMMECR1 PE=1 SV=1;>sp|Q9Y4X0-4|AMMR1_HUMAN Isoform 4 of AMME syndrome c	6	4	4	64619000	52726000	95786000	0	0	0	47756000	57772000	46031000	64197000	57443000	51480000			
Q9Y4X5;H3BNB9;H3BSK4	Q9Y4X5	E3 ubiquitin-protein ligase ARIH1	ARIH1	>sp|Q9Y4X5|ARI1_HUMAN E3 ubiquitin-protein ligase ARIH1 OS=Homo sapiens GN=ARIH1 PE=1 SV=2	8	8	8	59059000	61035000	52082000	57079000	56826000	56204000	58472000	67181000	52647000	53655000	48546000	57861000			
Q9Y508;Q9Y508-2	Q9Y508;Q9Y508-2	RING finger protein 114	RNF114	>sp|Q9Y508|RN114_HUMAN E3 ubiquitin-protein ligase RNF114 OS=Homo sapiens GN=RNF114 PE=1 SV=1;>sp|Q9Y508-2|RN114_HUMAN Isoform 2 of E3 ubiquitin-protein ligase RNF114 OS=Homo sapiens GN=RNF114	8	8	8	249910000	251440000	262230000	160340000	169850000	118690000	123370000	139700000	124380000	141860000	169830000	180640000			
Q9Y597-2;Q9Y597;H0Y566;M0R204;H0Y5P8;M0QYB1;M0R0E3;M0R0S2;M0QZF4;M0R0S1;M0R2P6;Q8TBC3	Q9Y597-2;Q9Y597	BTB/POZ domain-containing protein KCTD3	KCTD3	>sp|Q9Y597-2|KCTD3_HUMAN Isoform 2 of BTB/POZ domain-containing protein KCTD3 OS=Homo sapiens GN=KCTD3;>sp|Q9Y597|KCTD3_HUMAN BTB/POZ domain-containing protein KCTD3 OS=Homo sapiens GN=KCTD3 PE=1 SV=2	10	10	6	59848000	69945000	48046000	52134000	52442000	67939000	35880000	44240000	46576000	51084000	44558000	49326000			
Q9Y5A9;Q9Y5A9-2;S4R3J8;S4R3V3	Q9Y5A9;Q9Y5A9-2	YTH domain family protein 2	YTHDF2	>sp|Q9Y5A9|YTHD2_HUMAN YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2;>sp|Q9Y5A9-2|YTHD2_HUMAN Isoform 2 of YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2	9	9	7	60664000	72002000	59942000	56621000	38543000	52296000	67723000	45793000	59149000	53672000	52494000	69179000			
Q9Y5B6;Q9Y5B6-2	Q9Y5B6;Q9Y5B6-2	PAX3- and PAX7-binding protein 1	PAXBP1	>sp|Q9Y5B6|PAXB1_HUMAN PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1 PE=1 SV=2;>sp|Q9Y5B6-2|PAXB1_HUMAN Isoform 2 of PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1	2	2	2	0	0	0	0	0	0	1226100	0	0	0	0	0			
Q9Y5B9;G3V5A4;G3V401;G3V2X0	Q9Y5B9	FACT complex subunit SPT16	SUPT16H	>sp|Q9Y5B9|SP16H_HUMAN FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1	18	18	18	144390000	131160000	126670000	130540000	113410000	127660000	196090000	119730000	123030000	135650000	143470000	129240000			
Q9Y5J7	Q9Y5J7	Mitochondrial import inner membrane translocase subunit Tim9	TIMM9	>sp|Q9Y5J7|TIM9_HUMAN Mitochondrial import inner membrane translocase subunit Tim9 OS=Homo sapiens GN=TIMM9 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	7300100	0			
Q9Y5M8;H7C4H2;C9J5Z8	Q9Y5M8;H7C4H2	Signal recognition particle receptor subunit beta	SRPRB	>sp|Q9Y5M8|SRPRB_HUMAN Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3;>tr|H7C4H2|H7C4H2_HUMAN Signal recognition particle receptor subunit beta (Fragment) OS=Homo sapiens GN=SRPRB PE=1 SV=1	8	8	8	121880000	149950000	132790000	107640000	110480000	113720000	93250000	79792000	95925000	91281000	72757000	107360000			
Q9Y5P6;Q9Y5P6-2	Q9Y5P6;Q9Y5P6-2	Mannose-1-phosphate guanyltransferase beta	GMPPB	>sp|Q9Y5P6|GMPPB_HUMAN Mannose-1-phosphate guanyltransferase beta OS=Homo sapiens GN=GMPPB PE=1 SV=2;>sp|Q9Y5P6-2|GMPPB_HUMAN Isoform 2 of Mannose-1-phosphate guanyltransferase beta OS=Homo sapiens GN=GMPPB	2	2	2	0	0	0	0	0	0	0	0	0	0	10303000	15934000			
Q9Y5P8;C9JMU6;F6URX5;Q9Y5P8-2;H7C1M1;Q06190-3;Q06190-2;Q06190	Q9Y5P8	Serine/threonine-protein phosphatase 2A regulatory subunit B subunit beta	PPP2R3B	>sp|Q9Y5P8|P2R3B_HUMAN Serine/threonine-protein phosphatase 2A regulatory subunit B subunit beta OS=Homo sapiens GN=PPP2R3B PE=1 SV=2	6	6	6	30665000	29684000	35643000	35203000	0	25620000	0	0	0	0	0	0			
